date,open,high,low,close,volume,symbol
2025-01-28,254.27,255.25,253.89,255.18,4076705,GLD
2025-01-29,254.55,254.82,253.3,254.2,3703973,GLD
2025-01-30,257.2,258.29,256.45,258.05,6818039,GLD
2025-01-31,259.08,259.99,257.86,258.56,5791359,GLD
2025-02-03,259.75,261.39,259.52,259.94,7743950,GLD
2025-02-04,261.83,262.54,261.35,262.5,4990535,GLD
2025-02-05,264.45,265.99,263.89,264.13,6950458,GLD
2025-02-06,263.66,263.72,261.49,263.43,5071936,GLD
2025-02-07,265.22,266.35,263.26,263.9,5999758,GLD
2025-02-10,268.0,268.66,267.24,268.37,6690975,GLD
2025-02-11,267.7,268.36,266.71,267.39,4067656,GLD
2025-02-12,267.15,268.43,266.34,267.67,4858435,GLD
2025-02-13,268.4,270.39,268.22,270.31,4325583,GLD
2025-02-14,270.07,270.21,265.45,266.29,7895868,GLD
2025-02-18,269.68,271.01,269.6,270.7,5110527,GLD
2025-02-19,270.68,271.33,269.24,270.85,3958447,GLD
2025-02-20,270.23,271.84,270.17,270.99,5059398,GLD
2025-02-21,270.8,271.51,269.51,270.74,5339047,GLD
2025-02-24,271.45,272.32,270.37,272.21,3614262,GLD
2025-02-25,271.46,271.68,266.45,268.62,6862765,GLD
2025-02-26,267.08,269.08,266.66,269.03,4983485,GLD
2025-02-27,266.49,266.67,264.44,264.93,6308298,GLD
2025-02-28,262.56,263.4,261.25,263.27,7217041,GLD
2025-03-03,265.07,266.88,265.07,266.74,5219321,GLD
2025-03-04,269.01,269.4,267.52,269.06,5179676,GLD
2025-03-05,267.97,270.26,267.96,269.62,4586977,GLD
2025-03-06,268.25,269.51,268.16,268.25,3059288,GLD
2025-03-07,269.09,270.34,267.64,268.39,6395363,GLD
2025-03-10,267.62,268.44,265.64,266.04,4733221,GLD
2025-03-11,268.47,269.73,268.44,269.16,5117676,GLD
2025-03-12,268.47,271.23,268.36,270.33,4672379,GLD
2025-03-13,271.57,275.35,271.55,275.13,8438683,GLD
2025-03-14,276.27,276.3,274.66,275.24,6038966,GLD
2025-03-17,275.54,276.79,275.39,276.73,5155764,GLD
2025-03-18,279.9,280.22,278.97,279.96,6086341,GLD
2025-03-19,279.81,281.48,279.06,281.11,5472807,GLD
2025-03-20,279.49,280.9,279.43,280.75,3535080,GLD
2025-03-21,279.41,279.46,276.59,278.49,6326294,GLD
2025-03-24,278.91,279.09,276.86,277.25,5124363,GLD
2025-03-25,278.78,279.96,278.27,278.47,3188620,GLD
2025-03-26,278.93,279.02,277.78,278.24,2523626,GLD
2025-03-27,280.55,282.07,279.58,281.97,5806098,GLD
2025-03-28,283.82,284.64,282.86,284.06,6080090,GLD
2025-03-31,287.53,288.39,285.85,288.14,8470207,GLD
2025-04-01,288.54,289.13,285.91,287.57,9628331,GLD
2025-04-02,288.28,289.03,287.36,288.16,6810961,GLD
2025-04-03,282.78,289.09,282.45,286.42,13395224,GLD
2025-04-04,283.64,284.03,278.02,279.72,14168853,GLD
2025-04-07,278.86,280.14,272.58,273.71,13095013,GLD
2025-04-08,277.87,278.32,274.24,275.2,8359620,GLD
2025-04-09,282.22,285.87,281.04,285.38,16958004,GLD
2025-04-10,288.81,292.86,287.23,292.35,13168807,GLD
2025-04-11,297.87,299.28,296.81,297.93,14193554,GLD
2025-04-14,295.54,296.58,294.53,296.23,7102059,GLD
2025-04-15,296.93,298.02,296.09,297.78,4800500,GLD
2025-04-16,304.65,308.06,303.8,307.47,13259829,GLD
2025-04-17,306.31,307.13,302.73,306.12,10432316,GLD
2025-04-21,315.0,316.41,313.94,315.59,14163959,GLD
2025-04-22,317.47,317.63,310.36,311.11,25046083,GLD
2025-04-23,304.18,304.74,300.59,303.65,17314231,GLD
2025-04-24,306.98,308.5,304.71,308.07,6615580,GLD
2025-04-25,301.78,305.37,301.01,304.73,7074034,GLD
2025-04-28,304.15,309.11,302.97,309.07,6279799,GLD
2025-04-29,305.81,306.95,304.17,306.06,4923321,GLD
2025-04-30,304.61,306.07,303.44,303.77,5608583,GLD
2025-05-01,297.41,297.94,295.32,297.46,9061549,GLD
2025-05-02,300.17,300.85,297.03,297.98,5979288,GLD
2025-05-05,305.92,307.65,304.67,306.88,5744758,GLD
2025-05-06,313.12,315.62,311.4,315.48,7260852,GLD
2025-05-07,312.1,313.26,310.08,310.75,5057778,GLD
2025-05-08,309.76,310.48,303.05,304.63,6887896,GLD
2025-05-09,307.79,308.57,306.01,306.84,3739596,GLD
2025-05-12,298.33,299.47,296.82,298.19,8664846,GLD
2025-05-13,299.02,300.3,297.24,299.46,6936531,GLD
2025-05-14,293.67,294.8,291.98,293.16,9177999,GLD
2025-05-15,294.1,297.9,293.75,297.84,8280281,GLD
2025-05-16,292.62,294.58,291.78,294.24,9642627,GLD
2025-05-19,297.85,298.58,296.48,298.03,7810677,GLD
2025-05-20,298.35,303.69,298.3,303.58,9057533,GLD
2025-05-21,304.56,306.46,303.67,305.82,7624172,GLD
2025-05-22,305.09,305.28,302.1,303.11,6016194,GLD
2025-05-23,308.86,310.25,307.47,309.75,9358830,GLD
2025-05-27,303.81,304.88,302.74,304.5,5905996,GLD
2025-05-28,304.62,304.99,303.06,303.81,5685636,GLD
2025-05-29,305.75,306.89,304.46,305.61,5315177,GLD
2025-05-30,303.64,304.02,301.5,303.6,5214309,GLD
2025-06-02,309.21,311.72,308.72,311.67,9240789,GLD
2025-06-03,309.56,309.56,307.15,308.91,6552351,GLD
2025-06-04,309.46,311.88,308.74,310.9,5020037,GLD
2025-06-05,311.24,312.2,307.65,309.33,7221440,GLD
2025-06-06,309.09,309.2,305.1,305.18,5216316,GLD
2025-06-09,305.39,307.61,305.06,306.62,4550699,GLD
2025-06-10,308.31,308.6,305.87,306.71,4812609,GLD
2025-06-11,307.5,308.62,305.85,308.37,5666733,GLD
2025-06-12,311.65,313.1,311.15,312.2,7494233,GLD
2025-06-13,317.26,317.6,315.03,316.29,11032309,GLD
2025-06-16,314.8,314.87,311.65,311.78,7054735,GLD
2025-06-17,312.66,313.0,310.12,311.94,5720591,GLD
2025-06-18,312.89,312.98,309.86,310.26,5398741,GLD
2025-06-20,309.33,310.89,309.25,310.13,4664412,GLD
2025-06-23,310.34,312.67,310.31,311.08,7548129,GLD
2025-06-24,305.07,306.34,303.54,306.19,8175908,GLD
2025-06-25,305.31,307.36,305.12,307.12,3911709,GLD
2025-06-26,305.75,307.28,304.85,306.78,4553891,GLD
2025-06-27,300.03,302.36,299.89,301.22,8846074,GLD
2025-06-30,302.38,304.92,301.95,304.83,5467348,GLD
2025-07-01,308.56,309.0,307.36,307.55,6429654,GLD
2025-07-02,308.04,309.4,306.96,309.25,5690970,GLD
2025-07-03,307.05,307.57,306.15,307.14,3279308,GLD
2025-07-07,305.07,307.71,304.53,307.37,5104166,GLD
2025-07-08,306.3,306.45,302.77,304.16,8394572,GLD
2025-07-09,303.58,305.54,303.23,305.52,7478243,GLD
2025-07-10,306.11,306.51,304.82,306.2,4876250,GLD
2025-07-11,308.86,310.28,308.51,309.14,6479220,GLD
2025-07-14,309.07,309.38,307.73,308.01,4170992,GLD
2025-07-15,307.73,308.74,305.79,306.73,5752144,GLD
2025-07-16,307.11,311.09,305.73,308.26,13542651,GLD
2025-07-17,305.5,307.67,305.12,307.59,3759082,GLD
2025-07-18,309.24,309.37,308.32,308.39,3901734,GLD
2025-07-21,311.88,313.31,311.61,313.13,7122904,GLD
2025-07-22,314.48,316.24,313.62,316.1,9156856,GLD
2025-07-23,314.0,314.96,311.42,312.18,7436647,GLD
2025-07-24,309.29,310.99,309.06,310.27,5648678,GLD
2025-07-25,307.82,308.31,306.2,307.4,7090771,GLD
2025-07-28,306.49,306.58,304.05,305.41,7066597,GLD
2025-07-29,305.8,307.03,304.98,306.25,4010704,GLD
2025-07-30,304.42,304.65,300.95,300.96,9608719,GLD
2025-07-31,304.59,304.61,302.86,302.96,6482504,GLD
2025-08-01,308.61,309.55,307.45,309.11,9510380,GLD
2025-08-04,310.8,311.74,310.37,310.91,4938511,GLD
2025-08-05,310.37,312.24,310.22,311.16,5095998,GLD
2025-08-06,310.32,311.24,309.84,310.5,5469269,GLD
2025-08-07,311.72,313.14,310.7,313.12,7845541,GLD
2025-08-08,312.35,313.53,311.0,313.05,15392818,GLD
2025-08-11,308.62,309.66,307.63,308.55,7790714,GLD
2025-08-12,308.22,309.31,306.71,308.27,7380065,GLD
2025-08-13,309.1,310.39,308.45,309.21,3088459,GLD
2025-08-14,307.93,308.34,306.52,307.25,3543879,GLD
2025-08-15,307.34,308.0,306.87,307.43,4657834,GLD
2025-08-18,307.79,307.89,306.62,306.95,3267933,GLD
2025-08-19,306.76,307.48,305.19,305.27,3512821,GLD
2025-08-20,307.54,308.47,307.4,308.36,4576897,GLD
2025-08-21,307.86,308.15,307.03,307.29,3132739,GLD
2025-08-22,306.52,311.03,306.43,310.58,6335528,GLD
2025-08-25,309.67,310.84,309.67,309.83,2778347,GLD
2025-08-26,310.62,312.21,310.3,312.08,5528943,GLD
2025-08-27,311.39,312.91,310.77,312.71,3021723,GLD
2025-08-28,313.32,315.08,313.07,315.03,6394656,GLD
2025-08-29,314.72,318.09,314.64,318.07,10862421,GLD
2025-09-02,320.82,325.92,320.24,325.59,15451396,GLD
2025-09-03,327.76,329.45,326.73,328.14,10904718,GLD
2025-09-04,327.03,327.56,325.35,326.69,8089530,GLD
2025-09-05,329.52,331.44,328.93,331.05,11798110,GLD
2025-09-08,333.66,335.67,333.23,334.82,12777582,GLD
2025-09-09,337.03,338.31,333.85,334.06,16179248,GLD
2025-09-10,335.73,336.5,334.62,335.26,6735082,GLD
2025-09-11,333.37,335.17,332.97,334.76,6066105,GLD
2025-09-12,335.83,336.39,335.23,335.42,5490663,GLD
2025-09-15,336.31,339.28,336.23,338.91,6991868,GLD
2025-09-16,340.09,340.88,338.62,339.59,8665783,GLD
2025-09-17,338.53,341.24,335.52,336.97,11558875,GLD
2025-09-18,336.22,336.32,333.81,335.62,10815207,GLD
2025-09-19,336.51,339.23,336.31,339.18,7868655,GLD
